drug1	drug2	Label
DB01589	DB09009	49
DB06153	DB06282	49
DB01623	DB11148	49
DB00344	DB00434	49
DB00872	DB00968	49
DB00872	DB00960	49
DB01452	DB00405	49
DB00749	DB01708	49
DB00924	DB09225	49
DB00872	DB00964	49
DB09235	DB08860	49
DB00780	DB01142	49
DB01248	DB05015	49
DB00292	DB06288	49
DB00892	DB01242	49
DB01068	DB00715	49
DB00961	DB06770	49
DB00554	DB06725	49
DB06820	DB00653	49
DB00292	DB06282	49
DB00231	DB00962	49
DB00961	DB04953	49
DB01545	DB00344	49
DB09112	DB00661	49
DB01545	DB00341	49
DB00708	DB01433	49
DB00708	DB01437	49
DB01545	DB00349	49
DB00191	DB00368	49
DB01351	DB01545	49
DB01065	DB12532	49
DB01567	DB00215	49
DB00831	DB01175	49
DB00831	DB01176	49
DB01380	DB04576	49
DB00831	DB01178	49
DB00831	DB01558	49
DB00608	DB01384	49
DB09232	DB01076	49
DB00497	DB00321	49
DB01194	DB01144	49
DB01551	DB00593	49
DB00844	DB00527	49
DB01154	DB01069	49
DB01154	DB01068	49
DB00861	DB06739	49
DB01180	DB00573	49
DB11304	DB13323	49
DB00341	DB01501	49
DB09068	DB04896	49
DB01433	DB01037	49
DB00744	DB00502	49
DB08815	DB00909	49
DB01545	DB00697	49
DB08815	DB00904	49
DB08815	DB00906	49
DB08815	DB00907	49
DB01227	DB00774	49
DB01229	DB00432	49
DB00669	DB04842	49
DB01229	DB00436	49
DB00967	DB00215	49
DB00703	DB00869	49
DB00924	DB01407	49
DB00297	DB00391	49
DB00297	DB00393	49
DB09286	DB00880	49
DB09286	DB00881	49
DB00687	DB00358	49
DB09286	DB00883	49
DB00844	DB00296	49
DB00844	DB00297	49
DB09286	DB00887	49
DB00844	DB00298	49
DB09215	DB00873	49
DB00313	DB06282	49
DB00628	DB01142	49
DB00209	DB00273	49
DB09245	DB00327	49
DB13783	DB00687	49
DB01501	DB00215	49
DB00687	DB01400	49
DB00393	DB01224	49
DB01215	DB00356	49
DB01437	DB06282	49
DB00688	DB01260	49
DB00844	DB09128	49
DB00573	DB06725	49
DB00366	DB04896	49
DB01437	DB06288	49
DB00844	DB09125	49
DB01036	DB01452	49
DB06216	DB06594	49
DB01236	DB00555	49
DB00831	DB00228	49
DB00454	DB00750	49
DB00454	DB00753	49
DB00454	DB00754	49
DB05676	DB00884	49
DB00376	DB00219	49
DB00734	DB09128	49
DB01235	DB08918	49
DB01081	DB04841	49
DB01236	DB04896	49
DB01100	DB01501	49
DB01081	DB04842	49
DB01081	DB04844	49
DB01401	DB01260	49
DB00991	DB08970	49
DB00991	DB08971	49
DB05271	DB01340	49
DB00296	DB00737	49
DB00875	DB01081	49
DB00494	DB00588	49
DB00826	DB00343	49
DB00246	DB01433	49
DB00177	DB00598	49
DB01028	DB00405	49
DB00177	DB00594	49
DB00861	DB06736	49
DB01580	DB09068	49
DB00492	DB01115	49
DB01238	DB01161	49
DB00991	DB09084	49
DB00980	DB08918	49
DB01545	DB01563	49
DB01545	DB01567	49
DB00980	DB08910	49
DB00492	DB01113	49
DB09477	DB00939	49
DB01086	DB00726	49
DB09241	DB01184	49
DB01104	DB00370	49
DB00645	DB00794	49
DB01215	DB00949	49
DB01227	DB01501	49
DB00959	DB01245	49
DB13231	DB00910	49
DB04574	DB00944	49
DB01227	DB06738	49
DB06201	DB01041	49
DB00458	DB00906	49
DB00244	DB00896	49
DB01189	DB00519	49
DB00427	DB00967	49
DB00181	DB04896	49
DB01209	DB01412	49
DB00586	DB00963	49
DB09242	DB00435	49
DB04896	DB00182	49
DB01023	DB01224	49
DB01595	DB04841	49
DB01106	DB00215	49
DB00962	DB00273	49
DB01595	DB04844	49
DB00842	DB04841	49
DB00842	DB04842	49
DB00842	DB04844	49
DB01174	DB06690	49
DB09225	DB01142	49
DB00188	DB00880	49
DB00223	DB09220	49
DB01193	DB09352	49
DB06772	DB01181	49
DB00458	DB00909	49
DB08880	DB00720	49
DB09112	DB00393	49
DB01440	DB00794	49
DB00809	DB06702	49
DB00564	DB01171	49
DB00458	DB00748	49
DB00564	DB01176	49
DB00310	DB01396	49
DB00296	DB01466	49
DB00964	DB01018	49
DB00564	DB01178	49
DB01267	DB09286	49
DB00918	DB06204	49
DB00829	DB08987	49
DB00328	DB06736	49
DB00564	DB09345	49
DB01229	DB06263	49
DB00328	DB06739	49
DB09345	DB01069	49
DB01221	DB00356	49
DB00418	DB01069	49
DB00418	DB01068	49
DB06288	DB00949	49
DB00804	DB01227	49
DB00949	DB05246	49
DB01142	DB09071	49
DB06594	DB00395	49
DB00669	DB01063	49
DB00318	DB00391	49
DB01349	DB01009	49
DB00231	DB00181	49
DB00472	DB00752	49
DB01087	DB00750	49
DB00802	DB09345	49
DB01435	DB11921	49
DB00669	DB01069	49
DB00231	DB00189	49
DB00802	DB09342	49
DB00744	DB00620	49
DB01186	DB01127	49
DB00433	DB00831	49
DB01186	DB01129	49
DB01186	DB01128	49
DB00214	DB00903	49
DB00433	DB00835	49
DB00953	DB00477	49
DB00246	DB01614	49
DB01595	DB08815	49
DB01250	DB08994	49
DB00231	DB01588	49
DB00231	DB01587	49
DB08880	DB01234	49
DB00246	DB01618	49
DB00313	DB00575	49
DB01437	DB00423	49
DB09225	DB00771	49
DB01437	DB00427	49
DB00899	DB00395	49
DB00899	DB00391	49
DB00237	DB00363	49
DB00899	DB00393	49
DB01050	DB06736	49
DB00472	DB00344	49
DB00313	DB01544	49
DB09292	DB01612	49
DB00340	DB01452	49
DB00362	DB00555	49
DB00482	DB00838	49
DB01151	DB01622	49
DB08922	DB00949	49
DB06201	DB00875	49
DB00461	DB08991	49
DB00842	DB00656	49
DB00454	DB00625	49
DB01009	DB00687	49
DB00542	DB04861	49
DB00206	DB01081	49
DB09292	DB00264	49
DB00599	DB06288	49
DB00215	DB00813	49
DB00457	DB09038	49
DB08922	DB01018	49
DB00949	DB01151	49
DB01240	DB00861	49
DB01229	DB00888	49
DB00178	DB01024	49
DB00457	DB00519	49
DB00178	DB01023	49
DB00178	DB01020	49
DB00189	DB12532	49
DB09216	DB09084	49
DB01229	DB00880	49
DB01229	DB00883	49
DB00768	DB00547	49
DB01229	DB00887	49
DB00310	DB00519	49
DB01544	DB00949	49
DB00318	DB11304	49
DB01247	DB06700	49
DB00363	DB00703	49
DB00363	DB00700	49
DB00310	DB00511	49
DB01197	DB01014	49
DB00363	DB00708	49
DB00246	DB09286	49
DB01339	DB00802	49
DB00732	DB01199	49
DB01039	DB01076	49
DB00186	DB00909	49
DB01229	DB01280	49
DB01192	DB01395	49
DB00668	DB00865	49
DB09242	DB06292	49
DB00668	DB00867	49
DB01189	DB09085	49
DB00244	DB00703	49
DB00712	DB00253	49
DB00187	DB00594	49
DB00333	DB01221	49
DB00296	DB08931	49
DB06820	DB01244	49
DB00768	DB04841	49
DB00962	DB08815	49
DB09292	DB00489	49
DB00681	DB01396	49
DB12532	DB00252	49
DB09292	DB00484	49
DB01240	DB00727	49
DB09292	DB00482	49
DB09009	DB09017	49
DB00418	DB01567	49
DB00747	DB04841	49
DB00802	DB01018	49
DB00747	DB04844	49
DB00784	DB06786	49
DB00409	DB00575	49
DB01180	DB00963	49
DB01034	DB01115	49
DB00178	DB09218	49
DB08822	DB00768	49
DB00924	DB00356	49
DB09289	DB01247	49
DB06772	DB00635	49
DB00178	DB09215	49
DB06772	DB00631	49
DB09279	DB09212	49
DB09279	DB09215	49
DB09279	DB09216	49
DB00461	DB06737	49
DB09279	DB09218	49
DB00461	DB06739	49
DB06201	DB00555	49
DB00189	DB00849	49
DB00802	DB00771	49
DB00625	DB00835	49
DB01169	DB01275	49
DB01197	DB00768	49
DB00323	DB01612	49
DB01466	DB00524	49
DB06700	DB00420	49
DB00881	DB00586	49
DB00404	DB01567	49
DB00542	DB06736	49
DB01198	DB01142	49
DB00753	DB13323	49
DB01233	DB04946	49
DB00699	DB00641	49
DB01435	DB05676	49
DB00699	DB00647	49
DB00232	DB01023	49
DB06282	DB08872	49
DB09017	DB00754	49
DB00864	DB06813	49
DB00206	DB00436	49
DB04948	DB09286	49
DB00206	DB00434	49
DB00588	DB01068	49
DB00490	DB00949	49
DB00206	DB00433	49
DB00424	DB06738	49
DB00861	DB01077	49
DB00999	DB01092	49
DB01247	DB01162	49
DB01175	DB00298	49
DB00193	DB00652	49
DB09477	DB01600	49
DB04574	DB01155	49
DB00247	DB01601	49
DB04948	DB00755	49
DB04953	DB09128	49
DB00542	DB06739	49
DB06690	DB01356	49
DB06690	DB01355	49
DB06690	DB01353	49
DB00188	DB00206	49
DB00922	DB04920	49
DB00193	DB01567	49
DB00924	DB01002	49
DB01159	DB01037	49
DB01247	DB00413	49
DB00681	DB00752	49
DB00681	DB00753	49
DB00435	DB00252	49
DB00435	DB00250	49
DB09225	DB13323	49
DB01143	DB00661	49
DB00320	DB01063	49
DB01588	DB01142	49
DB00248	DB01608	49
DB01167	DB00539	49
DB00831	DB11609	49
DB00519	DB04861	49
DB00320	DB01069	49
DB00872	DB09235	49
DB00872	DB09236	49
DB00611	DB06770	49
DB09227	DB01203	49
DB09227	DB01200	49
DB00872	DB00633	49
DB00750	DB09224	49
DB00712	DB00744	49
DB00715	DB04896	49
DB04841	DB08918	49
DB04920	DB08860	49
DB00392	DB00647	49
DB00945	DB11079	49
DB04841	DB08910	49
DB01168	DB00679	49
DB00952	DB00831	49
DB00907	DB01076	49
DB06739	DB01077	49
DB00573	DB00959	49
DB00829	DB01028	49
DB00862	DB06237	49
DB00295	DB00318	49
DB00849	DB06282	49
DB00186	DB13025	49
DB00295	DB00313	49
DB00528	DB00323	49
DB00295	DB00310	49
DB00312	DB00950	49
DB01242	DB08822	49
DB08439	DB00884	49
DB00573	DB01024	49
DB00922	DB00214	49
DB01600	DB00873	49
DB00401	DB00661	49
DB01088	DB06605	49
DB00599	DB05246	49
DB01588	DB09071	49
DB13158	DB01122	49
DB00784	DB08970	49
DB00784	DB08971	49
DB00296	DB04920	49
DB00216	DB01104	49
DB01580	DB08941	49
DB00257	DB00270	49
DB13158	DB04576	49
DB09235	DB00903	49
DB00408	DB09342	49
DB00335	DB00521	49
DB06802	DB13167	49
DB00273	DB00950	49
DB00521	DB01144	49
DB06410	DB00910	49
DB01229	DB12332	49
DB00214	DB00385	49
DB00186	DB06282	49
DB00854	DB00933	49
DB00854	DB00934	49
DB09279	DB00469	49
DB00582	DB00230	49
DB00461	DB01384	49
DB09279	DB00465	49
DB00461	DB01380	49
DB09279	DB00461	49
DB00870	DB11921	49
DB00945	DB13158	49
DB00401	DB00598	49
DB00599	DB00395	49
DB00829	DB13323	49
DB01159	DB12532	49
DB00401	DB00590	49
DB00678	DB09212	49
DB01452	DB01114	49
DB01452	DB09345	49
DB00477	DB04896	49
DB01452	DB09342	49
DB01367	DB00623	49
DB00810	DB00956	49
DB01149	DB04896	49
DB00344	DB01320	49
DB00573	DB00744	49
DB00681	DB01159	49
DB01283	DB00884	49
DB01075	DB08872	49
DB01589	DB00228	49
DB00401	DB01214	49
DB00231	DB08918	49
DB09352	DB09273	49
DB00623	DB13025	49
DB00392	DB01209	49
DB01260	DB01010	49
DB00753	DB01587	49
DB00788	DB01133	49
DB00393	DB01203	49
DB00788	DB01130	49
DB00497	DB09009	49
DB00193	DB08910	49
DB06201	DB06594	49
DB01588	DB00363	49
DB06288	DB13323	49
DB00796	DB01203	49
DB00275	DB00712	49
DB00903	DB00975	49
DB00639	DB09090	49
DB00584	DB00210	49
DB01200	DB04842	49
DB00323	DB06153	49
DB00924	DB00747	49
DB08822	DB13167	49
DB00653	DB00227	49
DB00963	DB00710	49
DB00691	DB06737	49
DB00492	DB04951	49
DB00210	DB00720	49
DB00475	DB00768	49
DB01367	DB01288	49
DB08439	DB01047	49
DB00206	DB06690	49
DB08820	DB01076	49
DB00722	DB01283	49
DB00864	DB00762	49
DB00645	DB01202	49
DB00572	DB06738	49
DB00497	DB12532	49
DB01113	DB08822	49
DB00797	DB01113	49
DB00797	DB01115	49
DB00228	DB00508	49
DB01227	DB04841	49
DB01153	DB01023	49
DB01589	DB01178	49
DB01142	DB06153	49
DB01589	DB01176	49
DB01589	DB01175	49
DB00727	DB09038	49
DB01088	DB01144	49
DB00605	DB04951	49
DB00413	DB09112	49
DB00945	DB00936	49
DB00764	DB01609	49
DB09295	DB01097	49
DB00228	DB01545	49
DB09232	DB00458	49
DB00443	DB01097	49
DB00721	DB00748	49
DB01236	DB06700	49
DB00909	DB01151	49
DB00804	DB00813	49
DB00877	DB04841	49
DB09040	DB07615	49
DB01452	DB00395	49
DB01248	DB00552	49
DB00810	DB00854	49
DB01259	DB01076	49
DB01097	DB00838	49
DB01041	DB09038	49
DB06716	DB09071	49
DB06684	DB00454	49
DB00594	DB00703	49
DB06684	DB00450	49
DB00458	DB01253	49
DB06216	DB00527	49
DB04951	DB06786	49
DB02709	DB06196	49
DB00333	DB00633	49
DB00325	DB01612	49
DB06684	DB00458	49
DB00327	DB00421	49
DB00465	DB00596	49
DB08906	DB00685	49
DB00695	DB01421	49
DB00497	DB00690	49
DB00645	DB06144	49
DB00497	DB00697	49
DB00821	DB00300	49
DB00443	DB00944	49
DB00721	DB00747	49
DB00979	DB00899	49
DB01024	DB01133	49
DB09218	DB00300	49
DB00270	DB01203	49
DB00748	DB01235	49
DB00819	DB01320	49
DB01154	DB00273	49
DB00353	DB01087	49
DB00216	DB00998	49
DB00599	DB00807	49
DB00692	DB01113	49
DB00647	DB00356	49
DB00186	DB01544	49
DB00186	DB01545	49
DB06739	DB08797	49
DB00849	DB01433	49
DB00206	DB00849	49
DB00849	DB01437	49
DB00849	DB09225	49
DB00849	DB09224	49
DB00409	DB12532	49
DB00206	DB00842	49
DB00809	DB00424	49
DB00191	DB01365	49
DB00327	DB06274	49
DB01248	DB01208	49
DB00394	DB00677	49
DB01248	DB01206	49
DB01248	DB01204	49
DB01558	DB01544	49
DB01558	DB01545	49
DB00180	DB01010	49
DB01563	DB00494	49
DB01149	DB00408	49
DB01149	DB00409	49
DB00898	DB00422	49
DB09214	DB13167	49
DB01215	DB01558	49
DB00972	DB00764	49
DB00877	DB00653	49
DB00887	DB01136	49
DB12532	DB01219	49
DB00979	DB00273	49
DB01236	DB01161	49
DB00239	DB04920	49
DB00722	DB00903	49
DB01236	DB01162	49
DB00327	DB00575	49
DB00963	DB00620	49
DB00514	DB06288	49
DB09166	DB08910	49
DB01367	DB09286	49
DB00981	DB00184	49
DB00981	DB00185	49
DB00500	DB01234	49
DB09166	DB08918	49
DB13872	DB01106	49
DB13872	DB01104	49
DB01189	DB09286	49
DB00387	DB00454	49
DB00458	DB00275	49
DB00734	DB09085	49
DB00744	DB04951	49
DB00492	DB00590	49
DB00494	DB00215	49
DB01144	DB01162	49
DB00872	DB00310	49
DB01244	DB09104	49
DB01600	DB00035	49
DB00670	DB01062	49
DB00645	DB06738	49
DB00454	DB09235	49
DB00313	DB06738	49
DB00899	DB01151	49
DB00180	DB00944	49
DB00296	DB11148	49
DB00647	DB06716	49
DB00275	DB00612	49
DB00373	DB00999	49
DB01065	DB00726	49
DB01034	DB07615	49
DB01624	DB01178	49
DB01580	DB06144	49
DB00253	DB00467	49
DB00818	DB00790	49
DB00341	DB01235	49
DB01624	DB01176	49
DB00413	DB08931	49
DB00519	DB09218	49
DB00663	DB00843	49
DB00639	DB01095	49
DB00519	DB09212	49
DB00639	DB01098	49
DB00899	DB09166	49
DB00849	DB00455	49
DB00749	DB02187	49
DB00519	DB09215	49
DB00349	DB04953	49
DB00652	DB00750	49
DB00555	DB01114	49
DB00753	DB00657	49
DB00753	DB00656	49
DB08981	DB09138	49
DB00177	DB01401	49
DB09031	DB01115	49
DB00652	DB00752	49
DB00854	DB00588	49
DB00655	DB01208	49
DB00387	DB00193	49
DB01364	DB09352	49
DB00652	DB00754	49
DB00813	DB06274	49
DB00805	DB01064	49
DB01409	DB00708	49
DB00244	DB08816	49
DB06201	DB01202	49
DB00297	DB01158	49
DB00297	DB01159	49
DB00231	DB00341	49
DB00669	DB01267	49
DB06196	DB00838	49
DB00807	DB00588	49
DB00231	DB00349	49
DB00297	DB01154	49
DB00647	DB01069	49
DB01263	DB00996	49
DB01192	DB01171	49
DB01567	DB00472	49
DB01353	DB01149	49
DB01192	DB01176	49
DB00880	DB00975	49
DB01567	DB00476	49
DB01192	DB01178	49
DB01188	DB01244	49
DB00612	DB00742	49
DB01353	DB01142	49
DB01463	DB04953	49
DB00857	DB06712	49
DB01192	DB09342	49
DB00628	DB01351	49
DB00264	DB00678	49
DB01192	DB09345	49
DB00872	DB01041	49
DB00252	DB00985	49
DB00875	DB01355	49
DB01224	DB04920	49
DB00875	DB13872	49
DB00738	DB00343	49
DB00748	DB01151	49
DB00875	DB01353	49
DB09091	DB00674	49
DB09091	DB00677	49
DB01193	DB01214	49
DB00964	DB01162	49
DB00214	DB01210	49
DB00925	DB00413	49
DB00750	DB00434	49
DB00214	DB01214	49
DB00660	DB01080	49
DB00653	DB01095	49
DB01348	DB00749	49
DB08976	DB00870	49
DB00405	DB01501	49
DB08976	DB00873	49
DB01075	DB04896	49
DB06690	DB08815	49
DB09244	DB01356	49
DB00251	DB00393	49
DB01050	DB09216	49
DB08981	DB00710	49
DB01141	DB01427	49
DB09166	DB00588	49
DB01189	DB01154	49
DB00691	DB12598	49
DB01189	DB01151	49
DB01081	DB01192	49
DB00871	DB06152	49
DB01189	DB01159	49
DB01189	DB01158	49
DB00683	DB01501	49
DB00598	DB00790	49
DB00897	DB01142	49
DB00598	DB00796	49
DB00275	DB12598	49
DB08815	DB00313	49
DB09543	DB00324	49
DB00178	DB01224	49
DB01399	DB01435	49
DB00820	DB06237	49
DB00989	DB01019	49
DB00527	DB01104	49
DB00384	DB00584	49
DB00474	DB00588	49
DB09286	DB09128	49
DB01181	DB01097	49
DB01221	DB00747	49
DB01215	DB00334	49
DB01563	DB01114	49
DB01221	DB00748	49
DB00297	DB00835	49
DB00588	DB00625	49
DB00818	DB00434	49
DB00963	DB00838	49
DB00818	DB00436	49
DB00469	DB00945	49
DB00753	DB01210	49
DB00594	DB01275	49
DB00458	DB00867	49
DB00753	DB01214	49
DB00753	DB01215	49
DB01229	DB01042	49
DB00933	DB00455	49
DB01229	DB01041	49
DB00312	DB01267	49
DB01229	DB01044	49
DB00829	DB00768	49
DB01563	DB00934	49
DB00699	DB01023	49
DB00318	DB00625	49
DB00402	DB00768	49
DB01501	DB04896	49
DB00327	DB00543	49
DB01355	DB06282	49
DB06738	DB09342	49
DB01007	DB00393	49
DB01355	DB06288	49
DB06738	DB09345	49
DB00872	DB00880	49
DB00934	DB01104	49
DB00934	DB01106	49
DB00315	DB00502	49
DB01202	DB01175	49
DB01142	DB01175	49
DB01420	DB00614	49
DB09166	DB00321	49
DB00744	DB01009	49
DB09166	DB00323	49
DB00708	DB00622	49
DB09214	DB08976	49
DB00708	DB00625	49
DB00988	DB01577	49
DB01558	DB00625	49
DB01229	DB05294	49
DB06288	DB08910	49
DB01198	DB08922	49
DB00292	DB00656	49
DB00482	DB01399	49
DB00318	DB09068	49
DB00489	DB01144	49
DB00749	DB04743	49
DB01100	DB06153	49
DB00189	DB09128	49
DB00424	DB11315	49
DB06736	DB11921	49
DB00465	DB13783	49
DB00295	DB01162	49
DB00734	DB00829	49
DB01159	DB00722	49
DB00818	DB00298	49
DB00376	DB00979	49
DB00474	DB01235	49
DB01159	DB00726	49
DB01159	DB00727	49
DB08976	DB01009	49
DB00405	DB00754	49
DB00818	DB00292	49
DB00814	DB00939	49
DB00818	DB00297	49
DB00474	DB01239	49
DB09543	DB00819	49
DB00802	DB01567	49
DB01215	DB01065	49
DB00802	DB01563	49
DB01215	DB01069	49
DB01215	DB01068	49
DB00949	DB08918	49
DB00814	DB06196	49
DB00722	DB01359	49
DB00391	DB01242	49
DB00706	DB00700	49
DB00706	DB00703	49
DB13783	DB02187	49
DB00381	DB00703	49
DB00381	DB00700	49
DB13025	DB00241	49
DB00844	DB00313	49
DB00844	DB00310	49
DB00469	DB01013	49
DB01433	DB00555	49
DB00669	DB01151	49
DB00967	DB01337	49
DB00237	DB00933	49
DB00237	DB00934	49
DB01440	DB00985	49
DB00270	DB00457	49
DB06288	DB01142	49
DB01440	DB00980	49
DB03585	DB00282	49
DB00297	DB01227	49
DB01142	DB01408	49
DB03585	DB00288	49
DB00813	DB11106	49
DB00332	DB01199	49
DB00933	DB09225	49
DB00933	DB09224	49
DB00332	DB01192	49
DB01452	DB09068	49
DB00857	DB09238	49
DB00721	DB01239	49
DB01159	DB01239	49
DB00209	DB01433	49
DB01159	DB00187	49
DB00527	DB01068	49
DB00527	DB01069	49
DB00623	DB01106	49
DB01233	DB08922	49
DB01159	DB00181	49
DB09245	DB01288	49
DB00989	DB01076	49
DB00376	DB00392	49
DB01355	DB08872	49
DB00527	DB01065	49
DB00892	DB01452	49
DB00424	DB01173	49
DB00186	DB09128	49
DB00708	DB09015	49
DB01367	DB06216	49
DB00752	DB04896	49
DB13323	DB00215	49
DB01551	DB01621	49
DB00462	DB01452	49
DB01545	DB00555	49
DB08943	DB00175	49
DB00469	DB01077	49
DB00334	DB00802	49
DB00571	DB00700	49
DB00681	DB04861	49
DB01118	DB00310	49
DB00405	DB01080	49
DB00780	DB01175	49
DB00880	DB01612	49
DB00802	DB00214	49
DB01097	DB01401	49
DB01351	DB01355	49
DB01215	DB06594	49
DB01351	DB01353	49
DB00252	DB04844	49
DB01026	DB04339	49
DB00904	DB04841	49
DB01401	DB01013	49
DB01037	DB04920	49
DB13783	DB00764	49
DB01154	DB01239	49
DB01433	DB01202	49
DB00091	DB00214	49
DB01615	DB00323	49
DB01154	DB01235	49
DB09241	DB00956	49
DB01158	DB04920	49
DB01229	DB00605	49
DB00388	DB09273	49
DB01229	DB00603	49
DB00933	DB01068	49
DB00455	DB00625	49
DB06725	DB00502	49
DB00924	DB13872	49
DB00297	DB00588	49
DB00297	DB00584	49
DB00605	DB00620	49
DB01238	DB01551	49
DB00525	DB09238	49
DB01176	DB01242	49
DB09241	DB01393	49
DB01544	DB00363	49
DB06144	DB06738	49
DB01174	DB06153	49
DB00586	DB01133	49
DB01351	DB00754	49
DB00232	DB00808	49
DB00586	DB01130	49
DB00297	DB06292	49
DB01351	DB00750	49
DB06201	DB00527	49
DB01558	DB01028	49
DB00313	DB08922	49
DB06690	DB00588	49
DB01116	DB00813	49
DB01018	DB01106	49
DB00688	DB01097	49
DB06702	DB00854	49
DB00554	DB01024	49
DB00216	DB08815	49
DB00678	DB08797	49
DB01198	DB00747	49
DB00318	DB13323	49
DB00318	DB01209	49
DB00668	DB06152	49
DB00808	DB08931	49
DB09477	DB00870	49
DB00880	DB00564	49
DB08987	DB01242	49
DB00418	DB00273	49
DB01203	DB09026	49
DB00734	DB01501	49
DB00521	DB01113	49
DB00186	DB06738	49
DB00193	DB00774	49
DB01205	DB00334	49
DB00394	DB01609	49
DB01009	DB00180	49
DB00318	DB01202	49
DB01198	DB06716	49
DB00542	DB06292	49
DB12532	DB13025	49
DB01401	DB00764	49
DB01595	DB01028	49
DB00652	DB00494	49
DB00363	DB01158	49
DB00657	DB01115	49
DB00657	DB01116	49
DB09112	DB01018	49
DB00744	DB08971	49
DB00542	DB00622	49
DB00657	DB01113	49
DB00810	DB09300	49
DB00436	DB01018	49
DB00726	DB00780	49
DB00475	DB01615	49
DB01189	DB00492	49
DB01463	DB06144	49
DB00275	DB00598	49
DB00755	DB00187	49
DB01189	DB00494	49
DB00228	DB09071	49
DB09042	DB00933	49
DB09215	DB00253	49
DB00722	DB00784	49
DB08943	DB00227	49
DB00178	DB13167	49
DB00295	DB00844	49
DB00318	DB01236	49
DB00679	DB01501	49
DB00427	DB01080	49
DB00318	DB01239	49
DB01227	DB09128	49
DB00295	DB00849	49
DB00903	DB01578	49
DB06772	DB01024	49
DB08880	DB00884	49
DB00542	DB00991	49
DB00404	DB00850	49
DB00176	DB01069	49
DB00404	DB00854	49
DB00679	DB00457	49
DB01198	DB06153	49
DB01189	DB00727	49
DB01189	DB00726	49
DB11148	DB01069	49
DB11148	DB01068	49
DB01189	DB00722	49
DB09242	DB00661	49
DB00906	DB01202	49
DB00573	DB09216	49
DB09292	DB00381	49
DB01037	DB01403	49
DB00614	DB13139	49
DB00899	DB00588	49
DB00584	DB01014	49
DB00688	DB01708	49
DB00899	DB00584	49
DB01037	DB01408	49
DB00584	DB01018	49
DB00461	DB01435	49
DB00484	DB00964	49
DB00210	DB01384	49
DB13323	DB00980	49
DB13323	DB00985	49
DB00696	DB00334	49
DB00721	DB13323	49
DB00231	DB00660	49
DB00696	DB00338	49
DB04871	DB00862	49
DB01618	DB00934	49
DB00601	DB01267	49
DB01253	DB00443	49
DB00371	DB01353	49
DB00296	DB01239	49
DB00371	DB01351	49
DB00683	DB09128	49
DB09204	DB00964	49
DB00371	DB01356	49
DB01081	DB00241	49
DB07615	DB09104	49
DB01240	DB03619	49
DB08922	DB00575	49
DB01589	DB00750	49
DB01169	DB00393	49
DB01589	DB00752	49
DB01198	DB00715	49
DB01589	DB00754	49
DB01221	DB13872	49
DB00497	DB01395	49
DB08943	DB09238	49
DB00899	DB00633	49
DB01384	DB00944	49
DB00861	DB01380	49
DB08943	DB09230	49
DB08943	DB09232	49
DB08943	DB09235	49
DB00508	DB00273	49
DB01248	DB01108	49
DB00333	DB00436	49
DB00922	DB01158	49
DB00635	DB01076	49
DB00477	DB04908	49
DB01253	DB00477	49
DB00326	DB02300	49
DB00433	DB09166	49
DB00924	DB01161	49
DB00206	DB01080	49
DB01197	DB09292	49
DB00216	DB00476	49
DB00206	DB01086	49
DB01440	DB01563	49
DB01351	DB09342	49
DB01351	DB09345	49
DB00768	DB06725	49
DB00298	DB00599	49
DB01186	DB00647	49
DB13231	DB02300	49
DB01189	DB01452	49
DB01169	DB01113	49
DB01267	DB01567	49
DB01169	DB01115	49
DB01221	DB00801	49
DB00420	DB00950	49
DB00573	DB01609	49
DB00475	DB09166	49
DB00696	DB01063	49
DB00696	DB01062	49
DB00899	DB06292	49
DB00500	DB04574	49
DB00696	DB01069	49
DB00795	DB06786	49
DB00921	DB01367	49
DB00795	DB06781	49
DB00223	DB00677	49
DB06786	DB00487	49
DB00821	DB00936	49
DB06786	DB00483	49
DB00829	DB00949	49
DB06802	DB00896	49
DB01580	DB13872	49
DB00206	DB01002	49
DB01626	DB05039	49
DB01115	DB01397	49
DB01580	DB04841	49
DB01580	DB04842	49
DB00445	DB01097	49
DB00328	DB00959	49
DB00953	DB01403	49
DB00337	DB12598	49
DB01222	DB01122	49
DB00584	DB00821	49
DB00206	DB01621	49
DB00402	DB00241	49
DB00206	DB01623	49
DB09204	DB00700	49
DB09204	DB00703	49
DB01239	DB09118	49
DB00363	DB00849	49
DB00404	DB06700	49
DB01197	DB01600	49
DB09204	DB00708	49
DB00829	DB00494	49
DB06738	DB00700	49
DB05676	DB00591	49
DB06738	DB00703	49
DB01091	DB00622	49
DB05676	DB00596	49
DB00998	DB00623	49
DB01339	DB00611	49
DB00611	DB00726	49
DB01239	DB06594	49
DB00188	DB00922	49
DB00677	DB06287	49
DB00500	DB01435	49
DB00611	DB00721	49
DB00237	DB00967	49
DB09071	DB08918	49
DB02187	DB04576	49
DB00490	DB01114	49
DB08984	DB01410	49
DB00940	DB01116	49
DB00795	DB00253	49
DB00206	DB08907	49
DB00295	DB06738	49
DB13872	DB09118	49
DB00273	DB09128	49
DB00620	DB00805	49
DB01054	DB00335	49
DB01161	DB00906	49
DB00575	DB00808	49
DB00865	DB00871	49
DB01002	DB00436	49
DB01002	DB00435	49
DB01002	DB00434	49
DB00780	DB00703	49
DB00374	DB00821	49
DB00780	DB00700	49
DB00298	DB00323	49
